  0.50000E+01   0.00000E+00    -0.38888E-04     0.59802E-02   0.00000E+00   0.20060E-06
  0.49726E+01   0.52264E+00     0.68554E+00     0.17330E+00   0.00000E+00  -0.30892E-05
  0.48907E+01   0.10396E+01     0.13635E+01     0.34030E+00   0.00000E+00  -0.52764E-05
  0.47553E+01   0.15451E+01     0.20266E+01     0.50495E+00   0.00000E+00  -0.62328E-05
  0.45677E+01   0.20337E+01     0.26675E+01     0.66427E+00   0.00000E+00  -0.61113E-05
  0.43301E+01   0.25000E+01     0.32792E+01     0.81638E+00   0.00000E+00  -0.52307E-05
  0.40451E+01   0.29389E+01     0.38549E+01     0.95958E+00   0.00000E+00  -0.38721E-05
  0.37157E+01   0.33457E+01     0.43884E+01     0.10923E+01   0.00000E+00  -0.22392E-05
  0.33457E+01   0.37157E+01     0.48738E+01     0.12130E+01   0.00000E+00  -0.47595E-06
  0.29389E+01   0.40451E+01     0.53058E+01     0.13205E+01   0.00000E+00   0.13060E-05
  0.25000E+01   0.43301E+01     0.56797E+01     0.14135E+01   0.00000E+00   0.30113E-05
  0.20337E+01   0.45677E+01     0.59913E+01     0.14911E+01   0.00000E+00   0.45517E-05
  0.15451E+01   0.47553E+01     0.62373E+01     0.15523E+01   0.00000E+00   0.58469E-05
  0.10396E+01   0.48907E+01     0.64150E+01     0.15965E+01   0.00000E+00   0.68272E-05
  0.52264E+00   0.49726E+01     0.65224E+01     0.16232E+01   0.00000E+00   0.74384E-05
  0.14164E-14   0.50000E+01     0.65583E+01     0.16321E+01   0.00000E+00   0.76461E-05
 -0.52264E+00   0.49726E+01     0.65224E+01     0.16232E+01   0.00000E+00   0.74384E-05
 -0.10396E+01   0.48907E+01     0.64150E+01     0.15965E+01   0.00000E+00   0.68272E-05
 -0.15451E+01   0.47553E+01     0.62373E+01     0.15523E+01   0.00000E+00   0.58469E-05
 -0.20337E+01   0.45677E+01     0.59913E+01     0.14911E+01   0.00000E+00   0.45517E-05
 -0.25000E+01   0.43301E+01     0.56797E+01     0.14135E+01   0.00000E+00   0.30113E-05
 -0.29389E+01   0.40451E+01     0.53058E+01     0.13205E+01   0.00000E+00   0.13060E-05
 -0.33457E+01   0.37157E+01     0.48738E+01     0.12130E+01   0.00000E+00  -0.47595E-06
 -0.37157E+01   0.33457E+01     0.43884E+01     0.10923E+01   0.00000E+00  -0.22392E-05
 -0.40451E+01   0.29389E+01     0.38549E+01     0.95958E+00   0.00000E+00  -0.38721E-05
 -0.43301E+01   0.25000E+01     0.32792E+01     0.81638E+00   0.00000E+00  -0.52307E-05
 -0.45677E+01   0.20337E+01     0.26675E+01     0.66427E+00   0.00000E+00  -0.61113E-05
 -0.47553E+01   0.15451E+01     0.20266E+01     0.50495E+00   0.00000E+00  -0.62328E-05
 -0.48907E+01   0.10396E+01     0.13635E+01     0.34030E+00   0.00000E+00  -0.52764E-05
 -0.49726E+01   0.52264E+00     0.68554E+00     0.17330E+00   0.00000E+00  -0.30892E-05
 -0.50000E+01   0.28328E-14    -0.38888E-04    -0.13049E+01   0.00000E+00  -0.15198E-05
