 title = "traektorie"
 variables = "x", "y", "t", "c"
ZONE T="area1", I=402, F=POINT
   -0.50000E+01     0.00000E+00     0.00000E+00     0.10000E+01
   -0.49900E+01     0.00000E+00     0.10339E-01     0.10023E+01
   -0.49800E+01     0.00000E+00     0.20678E-01     0.10063E+01
   -0.49700E+01     0.00000E+00     0.31018E-01     0.10123E+01
   -0.49600E+01     0.00000E+00     0.41357E-01     0.10193E+01
   -0.49500E+01     0.00000E+00     0.51696E-01     0.10267E+01
   -0.49400E+01     0.00000E+00     0.62035E-01     0.10342E+01
   -0.49300E+01     0.00000E+00     0.72374E-01     0.10418E+01
   -0.49200E+01     0.00000E+00     0.82713E-01     0.10495E+01
   -0.49100E+01     0.00000E+00     0.93052E-01     0.10573E+01
   -0.49000E+01     0.00000E+00     0.10339E+00     0.10652E+01
   -0.48900E+01     0.00000E+00     0.11373E+00     0.10732E+01
   -0.48800E+01     0.00000E+00     0.12407E+00     0.10813E+01
   -0.48700E+01     0.00000E+00     0.13441E+00     0.10896E+01
   -0.48600E+01     0.00000E+00     0.14475E+00     0.10980E+01
   -0.48500E+01     0.00000E+00     0.15508E+00     0.11065E+01
   -0.48400E+01     0.00000E+00     0.16542E+00     0.11151E+01
   -0.48300E+01     0.00000E+00     0.17576E+00     0.11238E+01
   -0.48200E+01     0.00000E+00     0.18610E+00     0.11327E+01
   -0.48100E+01     0.00000E+00     0.19644E+00     0.11417E+01
   -0.48000E+01     0.00000E+00     0.20678E+00     0.11509E+01
   -0.47900E+01     0.00000E+00     0.21711E+00     0.11602E+01
   -0.47800E+01     0.00000E+00     0.22745E+00     0.11696E+01
   -0.47700E+01     0.00000E+00     0.23779E+00     0.11791E+01
   -0.47600E+01     0.00000E+00     0.24813E+00     0.11889E+01
   -0.47500E+01     0.00000E+00     0.25846E+00     0.11987E+01
   -0.47400E+01     0.00000E+00     0.26880E+00     0.12087E+01
   -0.47300E+01     0.00000E+00     0.27914E+00     0.12189E+01
   -0.47200E+01     0.00000E+00     0.28948E+00     0.12293E+01
   -0.47100E+01     0.00000E+00     0.29981E+00     0.12398E+01
   -0.47000E+01     0.00000E+00     0.31015E+00     0.12504E+01
   -0.46900E+01     0.00000E+00     0.32049E+00     0.12613E+01
   -0.46800E+01     0.00000E+00     0.33082E+00     0.12723E+01
   -0.46700E+01     0.00000E+00     0.34116E+00     0.12835E+01
   -0.46600E+01     0.00000E+00     0.35150E+00     0.12949E+01
   -0.46500E+01     0.00000E+00     0.36183E+00     0.13065E+01
   -0.46400E+01     0.00000E+00     0.37217E+00     0.13183E+01
   -0.46300E+01     0.00000E+00     0.38250E+00     0.13303E+01
   -0.46200E+01     0.00000E+00     0.39284E+00     0.13425E+01
   -0.46100E+01     0.00000E+00     0.40318E+00     0.13549E+01
   -0.46000E+01     0.00000E+00     0.41351E+00     0.13675E+01
   -0.45900E+01     0.00000E+00     0.42385E+00     0.13803E+01
   -0.45800E+01     0.00000E+00     0.43418E+00     0.13934E+01
   -0.45700E+01     0.00000E+00     0.44452E+00     0.14067E+01
   -0.45600E+01     0.00000E+00     0.45486E+00     0.14203E+01
   -0.45500E+01     0.00000E+00     0.46519E+00     0.14341E+01
   -0.45400E+01     0.00000E+00     0.47553E+00     0.14481E+01
   -0.45300E+01     0.00000E+00     0.48586E+00     0.14625E+01
   -0.45200E+01     0.00000E+00     0.49620E+00     0.14770E+01
   -0.45100E+01     0.00000E+00     0.50653E+00     0.14919E+01
   -0.45000E+01     0.00000E+00     0.51687E+00     0.15071E+01
   -0.44900E+01     0.00000E+00     0.52720E+00     0.15225E+01
   -0.44800E+01     0.00000E+00     0.53754E+00     0.15383E+01
   -0.44700E+01     0.00000E+00     0.54787E+00     0.15543E+01
   -0.44600E+01     0.00000E+00     0.55821E+00     0.15707E+01
   -0.44500E+01     0.00000E+00     0.56854E+00     0.15875E+01
   -0.44400E+01     0.00000E+00     0.57888E+00     0.16045E+01
   -0.44300E+01     0.00000E+00     0.58921E+00     0.16219E+01
   -0.44200E+01     0.00000E+00     0.59955E+00     0.16397E+01
   -0.44100E+01     0.00000E+00     0.60988E+00     0.16579E+01
   -0.44000E+01     0.00000E+00     0.62022E+00     0.16764E+01
   -0.43900E+01     0.00000E+00     0.63055E+00     0.16953E+01
   -0.43800E+01     0.00000E+00     0.64089E+00     0.17147E+01
   -0.43700E+01     0.00000E+00     0.65122E+00     0.17344E+01
   -0.43600E+01     0.00000E+00     0.66156E+00     0.17547E+01
   -0.43500E+01     0.00000E+00     0.67189E+00     0.17754E+01
   -0.43400E+01     0.00000E+00     0.68222E+00     0.17965E+01
   -0.43300E+01     0.00000E+00     0.69256E+00     0.18181E+01
   -0.43200E+01     0.00000E+00     0.70289E+00     0.18402E+01
   -0.43100E+01     0.00000E+00     0.71323E+00     0.18629E+01
   -0.43000E+01     0.00000E+00     0.72356E+00     0.18861E+01
   -0.42900E+01     0.00000E+00     0.73390E+00     0.19098E+01
   -0.42800E+01     0.00000E+00     0.74423E+00     0.19341E+01
   -0.42700E+01     0.00000E+00     0.75457E+00     0.19590E+01
   -0.42600E+01     0.00000E+00     0.76490E+00     0.19846E+01
   -0.42500E+01     0.00000E+00     0.77523E+00     0.20108E+01
   -0.42400E+01     0.00000E+00     0.78557E+00     0.20377E+01
   -0.42300E+01     0.00000E+00     0.79590E+00     0.20652E+01
   -0.42200E+01     0.00000E+00     0.80624E+00     0.20935E+01
   -0.42100E+01     0.00000E+00     0.81657E+00     0.21226E+01
   -0.42000E+01     0.00000E+00     0.82691E+00     0.21524E+01
   -0.41900E+01     0.00000E+00     0.83724E+00     0.21831E+01
   -0.41800E+01     0.00000E+00     0.84757E+00     0.22146E+01
   -0.41700E+01     0.00000E+00     0.85791E+00     0.22469E+01
   -0.41600E+01     0.00000E+00     0.86824E+00     0.22803E+01
   -0.41500E+01     0.00000E+00     0.87858E+00     0.23146E+01
   -0.41400E+01     0.00000E+00     0.88891E+00     0.23498E+01
   -0.41300E+01     0.00000E+00     0.89925E+00     0.23862E+01
   -0.41200E+01     0.00000E+00     0.90958E+00     0.24236E+01
   -0.41100E+01     0.00000E+00     0.91992E+00     0.24622E+01
   -0.41000E+01     0.00000E+00     0.93025E+00     0.25020E+01
   -0.40900E+01     0.00000E+00     0.94059E+00     0.25431E+01
   -0.40800E+01     0.00000E+00     0.95092E+00     0.25855E+01
   -0.40700E+01     0.00000E+00     0.96126E+00     0.26293E+01
   -0.40600E+01     0.00000E+00     0.97159E+00     0.26746E+01
   -0.40500E+01     0.00000E+00     0.98193E+00     0.27213E+01
   -0.40400E+01     0.00000E+00     0.99226E+00     0.27697E+01
   -0.40300E+01     0.00000E+00     0.10026E+01     0.28198E+01
   -0.40200E+01     0.00000E+00     0.10129E+01     0.28717E+01
   -0.40100E+01     0.00000E+00     0.10233E+01     0.29254E+01
   -0.40000E+01     0.00000E+00     0.10336E+01     0.29812E+01
   -0.39900E+01     0.00000E+00     0.10439E+01     0.30391E+01
   -0.39800E+01     0.00000E+00     0.10543E+01     0.30991E+01
   -0.39700E+01     0.00000E+00     0.10646E+01     0.31616E+01
   -0.39600E+01     0.00000E+00     0.10749E+01     0.32265E+01
   -0.39500E+01     0.00000E+00     0.10853E+01     0.32941E+01
   -0.39400E+01     0.00000E+00     0.10956E+01     0.33646E+01
   -0.39300E+01     0.00000E+00     0.11060E+01     0.34380E+01
   -0.39200E+01     0.00000E+00     0.11163E+01     0.35146E+01
   -0.39100E+01     0.00000E+00     0.11266E+01     0.35946E+01
   -0.39000E+01     0.00000E+00     0.11370E+01     0.36783E+01
   -0.38900E+01     0.00000E+00     0.11473E+01     0.37658E+01
   -0.38800E+01     0.00000E+00     0.11576E+01     0.38575E+01
   -0.38700E+01     0.00000E+00     0.11680E+01     0.39537E+01
