  title = "traektorie"
  variables = "x", "y"
ZONE T="area3", I=14, F=POINT
0.01939 0.0287
0.04783 0.0287
0.0956 0.0287
0.1939 0.042
0.493 0.2917
1 0.5657
1.968 0.7691
5.08 0.9459
10 1.0166
19.39 1.0586
49.3 1.0829
101.5 1.0895
209.1 1.0983
515.7 1.0983

