 title = "traektorie"
 variables = "x", "y", "t"
ZONE T="area1", I=82, F=POINT
   -0.50000E+01     0.10000E-03     0.00000E+00
   -0.49500E+01     0.00000E+00     0.51696E-01
   -0.49000E+01     0.00000E+00     0.10339E+00
   -0.48500E+01     0.00000E+00     0.15508E+00
   -0.48000E+01     0.00000E+00     0.20678E+00
   -0.47500E+01     0.00000E+00     0.25846E+00
   -0.47000E+01     0.00000E+00     0.31015E+00
   -0.46500E+01     0.00000E+00     0.36183E+00
   -0.46000E+01     0.00000E+00     0.41351E+00
   -0.45500E+01     0.00000E+00     0.46519E+00
   -0.45000E+01     0.00000E+00     0.51687E+00
   -0.44500E+01     0.00000E+00     0.56854E+00
   -0.44000E+01     0.00000E+00     0.62022E+00
   -0.43500E+01     0.00000E+00     0.67189E+00
   -0.43000E+01     0.00000E+00     0.72356E+00
   -0.42500E+01     0.00000E+00     0.77524E+00
   -0.42000E+01     0.00000E+00     0.82691E+00
   -0.41500E+01     0.00000E+00     0.87858E+00
   -0.41000E+01     0.00000E+00     0.93025E+00
   -0.40500E+01     0.00000E+00     0.98193E+00
   -0.40000E+01     0.00000E+00     0.10336E+01
   -0.39500E+01     0.00000E+00     0.10853E+01
   -0.39000E+01     0.00000E+00     0.11370E+01
   -0.38500E+01     0.00000E+00     0.11887E+01
   -0.38000E+01     0.00000E+00     0.12404E+01
   -0.37500E+01     0.00000E+00     0.12921E+01
   -0.37000E+01     0.00000E+00     0.13438E+01
   -0.36500E+01     0.00000E+00     0.13955E+01
   -0.36000E+01     0.00000E+00     0.14472E+01
   -0.35500E+01     0.00000E+00     0.14989E+01
   -0.35000E+01     0.00000E+00     0.15507E+01
   -0.34500E+01     0.00000E+00     0.16024E+01
   -0.34000E+01     0.00000E+00     0.16542E+01
   -0.33500E+01     0.00000E+00     0.17060E+01
   -0.33000E+01     0.00000E+00     0.17578E+01
   -0.32500E+01     0.00000E+00     0.18096E+01
   -0.32000E+01     0.00000E+00     0.18615E+01
   -0.31500E+01     0.00000E+00     0.19133E+01
   -0.31000E+01     0.00000E+00     0.19652E+01
   -0.30500E+01     0.00000E+00     0.20171E+01
   -0.30000E+01     0.00000E+00     0.20691E+01
   -0.29500E+01     0.00000E+00     0.21211E+01
   -0.29000E+01     0.00000E+00     0.21731E+01
   -0.28500E+01     0.00000E+00     0.22251E+01
   -0.28000E+01     0.00000E+00     0.22772E+01
   -0.27500E+01     0.00000E+00     0.23293E+01
   -0.27000E+01     0.00000E+00     0.23815E+01
   -0.26500E+01     0.00000E+00     0.24337E+01
   -0.26000E+01     0.00000E+00     0.24860E+01
   -0.25500E+01     0.00000E+00     0.25383E+01
   -0.25000E+01     0.00000E+00     0.25907E+01
   -0.24500E+01     0.00000E+00     0.26432E+01
   -0.24000E+01     0.00000E+00     0.26957E+01
   -0.23500E+01     0.00000E+00     0.27483E+01
   -0.23000E+01     0.00000E+00     0.28009E+01
   -0.22500E+01     0.00000E+00     0.28537E+01
   -0.22000E+01     0.00000E+00     0.29066E+01
   -0.21500E+01     0.00000E+00     0.29595E+01
   -0.21000E+01     0.00000E+00     0.30125E+01
   -0.20500E+01     0.00000E+00     0.30657E+01
   -0.20000E+01     0.00000E+00     0.31190E+01
   -0.19500E+01     0.00000E+00     0.31724E+01
   -0.19000E+01     0.00000E+00     0.32259E+01
   -0.18500E+01     0.00000E+00     0.32796E+01
   -0.18000E+01     0.00000E+00     0.33334E+01
   -0.17500E+01     0.00000E+00     0.33874E+01
   -0.17000E+01     0.00000E+00     0.34416E+01
   -0.16500E+01     0.00000E+00     0.34959E+01
   -0.16000E+01     0.00000E+00     0.35504E+01
   -0.15500E+01     0.00000E+00     0.36051E+01
   -0.15000E+01     0.00000E+00     0.36601E+01
   -0.14500E+01     0.00000E+00     0.37153E+01
   -0.14000E+01     0.00000E+00     0.37707E+01
   -0.13500E+01     0.00000E+00     0.38263E+01
   -0.13000E+01     0.00000E+00     0.38822E+01
   -0.12500E+01     0.00000E+00     0.39384E+01
   -0.12000E+01     0.00000E+00     0.39949E+01
   -0.11500E+01     0.00000E+00     0.40517E+01
   -0.11000E+01     0.00000E+00     0.41088E+01
   -0.10500E+01     0.00000E+00     0.41662E+01
   -0.10000E+01     0.00000E+00     0.42240E+01
   -0.95000E+00     0.00000E+00     0.42821E+01
ZONE T="area2", I=82, F=POINT
   -0.50000E+01     0.10526E+00     0.00000E+00
   -0.49500E+01     0.10526E+00     0.50944E-01
   -0.49000E+01     0.10526E+00     0.10189E+00
   -0.48500E+01     0.10526E+00     0.15283E+00
   -0.48000E+01     0.10526E+00     0.20378E+00
   -0.47500E+01     0.10526E+00     0.25473E+00
   -0.47000E+01     0.10526E+00     0.30567E+00
   -0.46500E+01     0.10526E+00     0.35662E+00
   -0.46000E+01     0.10526E+00     0.40757E+00
   -0.45500E+01     0.10526E+00     0.45853E+00
   -0.45000E+01     0.10526E+00     0.50948E+00
   -0.44500E+01     0.10526E+00     0.56043E+00
   -0.44000E+01     0.10526E+00     0.61139E+00
   -0.43500E+01     0.10527E+00     0.66235E+00
   -0.43000E+01     0.10527E+00     0.71331E+00
   -0.42500E+01     0.10527E+00     0.76428E+00
   -0.42000E+01     0.10528E+00     0.81525E+00
   -0.41500E+01     0.10529E+00     0.86622E+00
   -0.41000E+01     0.10529E+00     0.91720E+00
   -0.40500E+01     0.10530E+00     0.96818E+00
   -0.40000E+01     0.10531E+00     0.10192E+01
   -0.39500E+01     0.10532E+00     0.10702E+01
   -0.39000E+01     0.10533E+00     0.11212E+01
