 title = "traektorie"
 variables = "x", "y", "t", "c"
ZONE T="area1", I=82, F=POINT
   -0.50000E+01     0.00000E+00     0.00000E+00     0.10000E+01
   -0.49500E+01     0.00000E+00     0.51695E-01     0.11775E+01
   -0.49000E+01     0.00000E+00     0.10338E+00     0.16963E+01
   -0.48500E+01     0.00000E+00     0.15505E+00     0.33019E+01
   -0.48000E+01     0.00000E+00     0.20669E+00     0.32561E+02
   -0.47500E+01     0.00000E+00     0.25831E+00    -0.44475E+01
   -0.47000E+01     0.00000E+00     0.30992E+00    -0.21656E+01
   -0.46500E+01     0.00000E+00     0.36150E+00    -0.14810E+01
   -0.46000E+01     0.00000E+00     0.41306E+00    -0.11622E+01
   -0.45500E+01     0.00000E+00     0.46461E+00    -0.98762E+00
   -0.45000E+01     0.00000E+00     0.51614E+00    -0.88744E+00
   -0.44500E+01     0.00000E+00     0.56767E+00    -0.83439E+00
   -0.44000E+01     0.00000E+00     0.61919E+00    -0.81788E+00
   -0.43500E+01     0.00000E+00     0.67071E+00    -0.83714E+00
   -0.43000E+01     0.00000E+00     0.72223E+00    -0.90161E+00
   -0.42500E+01     0.00000E+00     0.77376E+00    -0.10402E+01
   -0.42000E+01     0.00000E+00     0.82529E+00    -0.13403E+01
   -0.41500E+01     0.00000E+00     0.87684E+00    -0.21840E+01
   -0.41000E+01     0.00000E+00     0.92840E+00    -0.10980E+02
   -0.40500E+01     0.00000E+00     0.97999E+00     0.27759E+01
   -0.40000E+01     0.00000E+00     0.10316E+01     0.11082E+01
   -0.39500E+01     0.00000E+00     0.10833E+01     0.64851E+00
   -0.39000E+01     0.00000E+00     0.11349E+01     0.43737E+00
   -0.38500E+01     0.00000E+00     0.11867E+01     0.31812E+00
   -0.38000E+01     0.00000E+00     0.12384E+01     0.24262E+00
   -0.37500E+01     0.00000E+00     0.12903E+01     0.19119E+00
   -0.37000E+01     0.00000E+00     0.13422E+01     0.15432E+00
   -0.36500E+01     0.00000E+00     0.13941E+01     0.12686E+00
   -0.36000E+01     0.00000E+00     0.14462E+01     0.10582E+00
   -0.35500E+01     0.00000E+00     0.14983E+01     0.89313E-01
   -0.35000E+01     0.00000E+00     0.15505E+01     0.76111E-01
   -0.34500E+01     0.00000E+00     0.16028E+01     0.65384E-01
   -0.34000E+01     0.00000E+00     0.16553E+01     0.56551E-01
   -0.33500E+01     0.00000E+00     0.17078E+01     0.49193E-01
   -0.33000E+01     0.00000E+00     0.17605E+01     0.43003E-01
   -0.32500E+01     0.00000E+00     0.18134E+01     0.37749E-01
   -0.32000E+01     0.00000E+00     0.18664E+01     0.33255E-01
   -0.31500E+01     0.00000E+00     0.19195E+01     0.29385E-01
   -0.31000E+01     0.00000E+00     0.19729E+01     0.26034E-01
   -0.30500E+01     0.00000E+00     0.20264E+01     0.23115E-01
   -0.30000E+01     0.00000E+00     0.20802E+01     0.20561E-01
   -0.29500E+01     0.00000E+00     0.21342E+01     0.18318E-01
   -0.29000E+01     0.00000E+00     0.21885E+01     0.16339E-01
   -0.28500E+01     0.00000E+00     0.22430E+01     0.14589E-01
   -0.28000E+01     0.00000E+00     0.22978E+01     0.13037E-01
   -0.27500E+01     0.00000E+00     0.23530E+01     0.11656E-01
   -0.27000E+01     0.00000E+00     0.24085E+01     0.10425E-01
   -0.26500E+01     0.00000E+00     0.24644E+01     0.93264E-02
   -0.26000E+01     0.00000E+00     0.25207E+01     0.83438E-02
   -0.25500E+01     0.00000E+00     0.25775E+01     0.74639E-02
   -0.25000E+01     0.00000E+00     0.26347E+01     0.66752E-02
   -0.24500E+01     0.00000E+00     0.26925E+01     0.59677E-02
   -0.24000E+01     0.00000E+00     0.27509E+01     0.53325E-02
   -0.23500E+01     0.00000E+00     0.28099E+01     0.47620E-02
   -0.23000E+01     0.00000E+00     0.28695E+01     0.42495E-02
   -0.22500E+01     0.00000E+00     0.29299E+01     0.37889E-02
   -0.22000E+01     0.00000E+00     0.29912E+01     0.33751E-02
   -0.21500E+01     0.00000E+00     0.30533E+01     0.30033E-02
   -0.21000E+01     0.00000E+00     0.31164E+01     0.26693E-02
   -0.20500E+01     0.00000E+00     0.31807E+01     0.23693E-02
   -0.20000E+01     0.00000E+00     0.32461E+01     0.21000E-02
   -0.19500E+01     0.00000E+00     0.33128E+01     0.18584E-02
   -0.19000E+01     0.00000E+00     0.33810E+01     0.16416E-02
   -0.18500E+01     0.00000E+00     0.34509E+01     0.14474E-02
   -0.18000E+01     0.00000E+00     0.35226E+01     0.12733E-02
   -0.17500E+01     0.00000E+00     0.35964E+01     0.11175E-02
   -0.17000E+01     0.00000E+00     0.36726E+01     0.97816E-03
   -0.16500E+01     0.00000E+00     0.37514E+01     0.85359E-03
   -0.16000E+01     0.00000E+00     0.38333E+01     0.74232E-03
   -0.15500E+01     0.00000E+00     0.39188E+01     0.64304E-03
   -0.15000E+01     0.00000E+00     0.40084E+01     0.55452E-03
   -0.14500E+01     0.00000E+00     0.41028E+01     0.47567E-03
   -0.14000E+01     0.00000E+00     0.42031E+01     0.40550E-03
   -0.13500E+01     0.00000E+00     0.43104E+01     0.34312E-03
   -0.13000E+01     0.00000E+00     0.44264E+01     0.28771E-03
   -0.12500E+01     0.00000E+00     0.45534E+01     0.23854E-03
   -0.12000E+01     0.00000E+00     0.46944E+01     0.19493E-03
   -0.11500E+01     0.00000E+00     0.48544E+01     0.15627E-03
   -0.11000E+01     0.00000E+00     0.50410E+01     0.12198E-03
   -0.10500E+01     0.00000E+00     0.52674E+01     0.91490E-04
   -0.10000E+01     0.00000E+00     0.55589E+01     0.64249E-04
   -0.95000E+00     0.00000E+00     0.59727E+01     0.28015E-04
ZONE T="area2", I=6, F=POINT
   -0.50000E+01     0.82004E-04     0.00000E+00     0.10000E+01
   -0.49500E+01     0.64880E-04     0.51695E-01     0.10176E+01
   -0.49000E+01     0.42736E-04     0.10338E+00     0.10492E+01
   -0.48500E+01     0.21709E-04     0.15505E+00     0.10866E+01
   -0.48000E+01     0.17489E-05     0.20669E+00     0.11248E+01
   -0.47500E+01    -0.17199E-04     0.25832E+00     0.11446E+01
ZONE T="area3", I=82, F=POINT
   -0.50000E+01     0.65603E-03     0.00000E+00     0.10000E+01
   -0.49500E+01     0.63893E-03     0.51688E-01     0.10108E+01
   -0.49000E+01     0.61656E-03     0.10337E+00     0.10126E+01
   -0.48500E+01     0.59526E-03     0.15503E+00     0.10118E+01
   -0.48000E+01     0.57502E-03     0.20667E+00     0.10110E+01
   -0.47500E+01     0.55581E-03     0.25828E+00     0.10101E+01
   -0.47000E+01     0.53758E-03     0.30988E+00     0.10091E+01
   -0.46500E+01     0.52029E-03     0.36145E+00     0.10081E+01
   -0.46000E+01     0.50389E-03     0.41301E+00     0.10073E+01
   -0.45500E+01     0.48833E-03     0.46455E+00     0.10069E+01
   -0.45000E+01     0.47358E-03     0.51608E+00     0.10071E+01
   -0.44500E+01     0.45960E-03     0.56761E+00     0.10082E+01
   -0.44000E+01     0.44635E-03     0.61912E+00     0.10103E+01
   -0.43500E+01     0.43380E-03     0.67064E+00     0.10136E+01
   -0.43000E+01     0.42190E-03     0.72215E+00     0.10185E+01
   -0.42500E+01     0.41064E-03     0.77368E+00     0.10252E+01
   -0.42000E+01     0.39997E-03     0.82521E+00     0.10339E+01
   -0.41500E+01     0.38988E-03     0.87675E+00     0.10450E+01
   -0.41000E+01     0.38033E-03     0.92831E+00     0.10588E+01
   -0.40500E+01     0.37130E-03     0.97990E+00     0.10759E+01
   -0.40000E+01     0.36276E-03     0.10315E+01     0.10967E+01
   -0.39500E+01     0.35469E-03     0.10832E+01     0.11219E+01
   -0.39000E+01     0.34708E-03     0.11348E+01     0.11523E+01
   -0.38500E+01     0.33989E-03     0.11866E+01     0.11888E+01
   -0.38000E+01     0.33312E-03     0.12383E+01     0.12328E+01
   -0.37500E+01     0.32673E-03     0.12902E+01     0.12859E+01
   -0.37000E+01     0.32073E-03     0.13421E+01     0.13503E+01
   -0.36500E+01     0.31508E-03     0.13940E+01     0.14291E+01
