{5., 0., 0., 0., 0., 0.}
{4.9726, 0.5226000000000001, 0.6856, 0.1705, 0., -0.0001}
{4.8907, 1.0395, 1.3637000000000001, 0.3392, 0., -0.0001}
{4.7552, 1.5450000000000002, 2.0269, 0.5042, 0., 0.}
{4.5677, 2.0336000000000003, 2.6679, 0.6637000000000001, 0., -0.0001}
{4.3301, 2.5, 3.2796000000000003, 0.8159000000000001, 0., -0.0001}
{4.045, 2.9389000000000003, 3.8555, 0.9591000000000001, 0., -0.0001}
{3.7157, 3.3456, 4.389, 1.0919, 0., -0.0001}
{3.3456, 3.7157, 4.8745, 1.2127000000000001, -0.0001, -0.0001}
{2.9389000000000003, 4.045, 5.3066, 1.3202, 0., -0.0001}
{2.5, 4.3301, 5.6805, 1.4132, 0., -0.0001}
{2.0336000000000003, 4.5677, 5.9922, 1.4907000000000001, 0., -0.0001}
{1.5450000000000002, 4.7552, 6.238300000000001, 1.552, 0., -0.0001}
{1.0395, 4.8907, 6.416, 1.5962, -0.0001, -0.0001}
{0.5226000000000001, 4.9726, 6.5234000000000005, 1.6229, 0., -0.0001}
{0., 5., 6.5593, 1.6318000000000001, 0., 0.}
{-0.5227, 4.9726, 6.5234000000000005, 1.6229, 0., -0.0001}
{-1.0396, 4.8907, 6.416, 1.5962, -0.0001, -0.0001}
{-1.5451000000000001, 4.7552, 6.238300000000001, 1.552, 0., -0.0001}
{-2.0337, 4.5677, 5.9922, 1.4907000000000001, 0., -0.0001}
{-2.5, 4.3301, 5.6805, 1.4132, 0., -0.0001}
{-2.939, 4.045, 5.3066, 1.3202, 0., -0.0001}
{-3.3457000000000003, 3.7157, 4.8745, 1.2127000000000001, -0.0001, -0.0001}
{-3.7158, 3.3456, 4.389, 1.0919, 0., -0.0001}
{-4.045100000000001, 2.9389000000000003, 3.8555, 0.9591000000000001, 0., -0.0001}
{-4.3302000000000005, 2.5, 3.2796000000000003, 0.8159000000000001, 0., -0.0001}
{-4.5678, 2.0336000000000003, 2.6679, 0.6637000000000001, 0., -0.0001}
{-4.7553, 1.5450000000000002, 2.0269, 0.5042, 0., 0.}
{-4.8908000000000005, 1.0395, 1.3637000000000001, 0.3392, 0., -0.0001}
{-4.972700000000001, 0.5226000000000001, 0.6856, 0.1705, 0., -0.0001}
{-5., 0., 0., 0., 0., 0.}
